GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8	g9
ENSMUSG00000000682	Cd52	2,2,2,2,2	3,3,3,3,3	14,14,14,14,14	5,5,5,5,5	96,96,96,96,96	51,51,51,51,51	1494,1494,1494,1494,1494	2,2,2,2,2	852,852,852,852,852
ENSMUSG00000000686	Abhd15	0.9,0.9,0.9,0.9,0.9	1,1,1,1,1	1,1,1,1,1	16,16,16,16,16	1,1,1,1,1	2,2,2,2,2	3,3,3,3,3	0.1,0.1,0.1,0.1,0.1	7,7,7,7,7
ENSMUSG00000000690	Hoxb6	2,2,2,2,2	0.1,0.1,0.1,0.1,0.1	34,34,34,34,34	0.1,0.1,0.1,0.1,0.1	6,6,6,6,6	15,15,15,15,15	0.8,0.8,0.8,0.8,0.8	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000000693	Loxl3	5,5,5,5,5	3,3,3,3,3	2,2,2,2,2	1,1,1,1,1	7,7,7,7,7	5,5,5,5,5	5,5,5,5,5	1,1,1,1,1	2,2,2,2,2
ENSMUSG00000000701	Tcl1b5	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000000706	Btn1a1	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0
ENSMUSG00000000708	Kat2b	42,42,42,42,42	69,69,69,69,69	38,38,38,38,38	56,56,56,56,56	58,58,58,58,58	37,37,37,37,37	27,27,27,27,27	31,31,31,31,31	45,45,45,45,45
ENSMUSG00000000711	Rab5b	72,72,72,72,72	25,25,25,25,25	49,49,49,49,49	31,31,31,31,31	57,57,57,57,57	35,35,35,35,35	39,39,39,39,39	16,16,16,16,16	46,46,46,46,46
ENSMUSG00000000724	Cryba1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000000730	Dnmt3l	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0.8,0.8,0.8,0.8,0.8	0.5,0.5,0.5,0.5,0.5	9,9,9,9,9	1,1,1,1,1
ENSMUSG00000000731	Aire	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	16,16,16,16,16
ENSMUSG00000000732	Icosl	5,5,5,5,5	4,4,4,4,4	8,8,8,8,8	0.2,0.2,0.2,0.2,0.2	21,21,21,21,21	6,6,6,6,6	150,150,150,150,150	2,2,2,2,2	15,15,15,15,15
ENSMUSG00000000738	Spg7	49,49,49,49,49	50,50,50,50,50	44,44,44,44,44	29,29,29,29,29	31,31,31,31,31	50,50,50,50,50	47,47,47,47,47	56,56,56,56,56	60,60,60,60,60
ENSMUSG00000000739	Sult5a1	0.3,0.3,0.3,0.3,0.3	0.4,0.4,0.4,0.4,0.4	1,1,1,1,1	10,10,10,10,10	4,4,4,4,4	42,42,42,42,42	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	3,3,3,3,3
ENSMUSG00000000740	Rpl13	76,76,76,76,76	52,52,52,52,52	140,140,140,140,140	55,55,55,55,55	129,129,129,129,129	317,317,317,317,317	534,534,534,534,534	100,100,100,100,100	420,420,420,420,420
ENSMUSG00000000743	Chmp1a	90,90,90,90,90	41,41,41,41,41	127,127,127,127,127	52,52,52,52,52	74,74,74,74,74	135,135,135,135,135	117,117,117,117,117	80,80,80,80,80	130,130,130,130,130
ENSMUSG00000000751	Rpa1	43,43,43,43,43	26,26,26,26,26	24,24,24,24,24	13,13,13,13,13	36,36,36,36,36	45,45,45,45,45	109,109,109,109,109	135,135,135,135,135	169,169,169,169,169
ENSMUSG00000000753	Serpinf1	20,20,20,20,20	41,41,41,41,41	4,4,4,4,4	768,768,768,768,768	34,34,34,34,34	454,454,454,454,454	11,11,11,11,11	9,9,9,9,9	37,37,37,37,37
ENSMUSG00000000759	Tubgcp3	27,27,27,27,27	7,7,7,7,7	8,8,8,8,8	3,3,3,3,3	15,15,15,15,15	6,6,6,6,6	24,24,24,24,24	6,6,6,6,6	33,33,33,33,33
ENSMUSG00000000766	Oprm1	3,3,3,3,3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000000776	Polr3d	24,24,24,24,24	12,12,12,12,12	8,8,8,8,8	6,6,6,6,6	16,16,16,16,16	24,24,24,24,24	21,21,21,21,21	10,10,10,10,10	18,18,18,18,18
ENSMUSG00000000782	Tcf7	9,9,9,9,9	0.8,0.8,0.8,0.8,0.8	1,1,1,1,1	4,4,4,4,4	53,53,53,53,53	9,9,9,9,9	415,415,415,415,415	14,14,14,14,14	4402,4402,4402,4402,4402
ENSMUSG00000000787	Ddx3x	245,245,245,245,245	106,106,106,106,106	62,62,62,62,62	127,127,127,127,127	213,213,213,213,213	92,92,92,92,92	211,211,211,211,211	24,24,24,24,24	304,304,304,304,304
ENSMUSG00000000791	Il12rb1	1,1,1,1,1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.8,0.8,0.8,0.8,0.8	0.6,0.6,0.6,0.6,0.6	0.2,0.2,0.2,0.2,0.2	5,5,5,5,5	0.1,0.1,0.1,0.1,0.1	19,19,19,19,19
ENSMUSG00000000792	Slc5a5	20,20,20,20,20	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	1,1,1,1,1	1,1,1,1,1
ENSMUSG00000000794	Kcnn3	21,21,21,21,21	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	3,3,3,3,3	1,1,1,1,1	0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	5,5,5,5,5
ENSMUSG00000000804	Usp32	134,134,134,134,134	17,17,17,17,17	27,27,27,27,27	17,17,17,17,17	32,32,32,32,32	14,14,14,14,14	33,33,33,33,33	138,138,138,138,138	25,25,25,25,25
ENSMUSG00000000805	Car4	116,116,116,116,116	23,23,23,23,23	486,486,486,486,486	0,0,0,0,0	230,230,230,230,230	10,10,10,10,10	0.1,0.1,0.1,0.1,0.1	3,3,3,3,3	8,8,8,8,8
ENSMUSG00000000811	Txnrd3	8,8,8,8,8	15,15,15,15,15	12,12,12,12,12	8,8,8,8,8	21,21,21,21,21	22,22,22,22,22	11,11,11,11,11	526,526,526,526,526	23,23,23,23,23
ENSMUSG00000000817	Fasl	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	6,6,6,6,6	1,1,1,1,1	3,3,3,3,3
ENSMUSG00000000823	Zfp512b	51,51,51,51,51	7,7,7,7,7	7,7,7,7,7	10,10,10,10,10	15,15,15,15,15	11,11,11,11,11	19,19,19,19,19	62,62,62,62,62	25,25,25,25,25
ENSMUSG00000000826	Dnajc5	272,272,272,272,272	37,37,37,37,37	27,27,27,27,27	33,33,33,33,33	65,65,65,65,65	43,43,43,43,43	82,82,82,82,82	18,18,18,18,18	101,101,101,101,101
ENSMUSG00000000827	Tpd52l2	41,41,41,41,41	23,23,23,23,23	49,49,49,49,49	15,15,15,15,15	49,49,49,49,49	43,43,43,43,43	39,39,39,39,39	10,10,10,10,10	53,53,53,53,53
ENSMUSG00000000838	Fmr1	50,50,50,50,50	5,5,5,5,5	13,13,13,13,13	7,7,7,7,7	21,21,21,21,21	9,9,9,9,9	26,26,26,26,26	13,13,13,13,13	43,43,43,43,43
ENSMUSG00000000861	Bcl11a	25,25,25,25,25	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	0,0,0,0,0	2,2,2,2,2	4,4,4,4,4	42,42,42,42,42	3,3,3,3,3	3,3,3,3,3
ENSMUSG00000000869	Il4	34,34,34,34,34	0.9,0.9,0.9,0.9,0.9	1,1,1,1,1	0.5,0.5,0.5,0.5,0.5	4,4,4,4,4	3,3,3,3,3	2,2,2,2,2	3,3,3,3,3	3,3,3,3,3
ENSMUSG00000000876	Pxmp4	15,15,15,15,15	20,20,20,20,20	134,134,134,134,134	128,128,128,128,128	34,34,34,34,34	78,78,78,78,78	22,22,22,22,22	3,3,3,3,3	66,66,66,66,66
ENSMUSG00000000881	Dlg3	138,138,138,138,138	2,2,2,2,2	9,9,9,9,9	8,8,8,8,8	22,22,22,22,22	14,14,14,14,14	9,9,9,9,9	8,8,8,8,8	22,22,22,22,22
ENSMUSG00000000884	Gnb1l	3,3,3,3,3	1,1,1,1,1	3,3,3,3,3	0.8,0.8,0.8,0.8,0.8	2,2,2,2,2	5,5,5,5,5	4,4,4,4,4	19,19,19,19,19	13,13,13,13,13
ENSMUSG00000000889	Dbh	5,5,5,5,5	4,4,4,4,4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000000901	Mmp11	2,2,2,2,2	5,5,5,5,5	5,5,5,5,5	0.7,0.7,0.7,0.7,0.7	38,38,38,38,38	9,9,9,9,9	6,6,6,6,6	4,4,4,4,4	5,5,5,5,5
ENSMUSG00000000902	Smarcb1	31,31,31,31,31	7,7,7,7,7	13,13,13,13,13	6,6,6,6,6	25,25,25,25,25	26,26,26,26,26	39,39,39,39,39	22,22,22,22,22	47,47,47,47,47
ENSMUSG00000000903	Vpreb3	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0.9,0.9,0.9,0.9,0.9	58,58,58,58,58	0.2,0.2,0.2,0.2,0.2	132,132,132,132,132	5,5,5,5,5	3,3,3,3,3
ENSMUSG00000000915	Hip1r	52,52,52,52,52	7,7,7,7,7	14,14,14,14,14	13,13,13,13,13	33,33,33,33,33	31,31,31,31,31	77,77,77,77,77	18,18,18,18,18	15,15,15,15,15
ENSMUSG00000000916	Nsun5	12,12,12,12,12	5,5,5,5,5	6,6,6,6,6	6,6,6,6,6	7,7,7,7,7	7,7,7,7,7	17,17,17,17,17	5,5,5,5,5	22,22,22,22,22
ENSMUSG00000000934	Top1mt	25,25,25,25,25	5,5,5,5,5	25,25,25,25,25	30,30,30,30,30	7,7,7,7,7	20,20,20,20,20	13,13,13,13,13	14,14,14,14,14	13,13,13,13,13
ENSMUSG00000000938	Hoxa10	0,0,0,0,0	0,0,0,0,0	68,68,68,68,68	0,0,0,0,0	0,0,0,0,0	7,7,7,7,7	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000000942	Hoxa4	2,2,2,2,2	0.2,0.2,0.2,0.2,0.2	3,3,3,3,3	0.3,0.3,0.3,0.3,0.3	11,11,11,11,11	8,8,8,8,8	1,1,1,1,1	75,75,75,75,75	4,4,4,4,4
ENSMUSG00000000948	Gm38393	23,23,23,23,23	2,2,2,2,2	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000000957	Mmp14	11,11,11,11,11	9,9,9,9,9	3,3,3,3,3	11,11,11,11,11	49,49,49,49,49	160,160,160,160,160	34,34,34,34,34	11,11,11,11,11	28,28,28,28,28
ENSMUSG00000000958	Slc7a7	3,3,3,3,3	6,6,6,6,6	123,123,123,123,123	2,2,2,2,2	22,22,22,22,22	7,7,7,7,7	37,37,37,37,37	7,7,7,7,7	18,18,18,18,18
ENSMUSG00000000959	Oxa1l	39,39,39,39,39	52,52,52,52,52	33,33,33,33,33	28,28,28,28,28	29,29,29,29,29	44,44,44,44,44	55,55,55,55,55	12,12,12,12,12	57,57,57,57,57
ENSMUSG00000000976	Heatr6	21,21,21,21,21	6,6,6,6,6	5,5,5,5,5	8,8,8,8,8	14,14,14,14,14	9,9,9,9,9	25,25,25,25,25	8,8,8,8,8	21,21,21,21,21
ENSMUSG00000000982	Ccl3	0.2,0.2,0.2,0.2,0.2	0.6,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.4,0.4	0.5,0.5,0.5,0.5,0.5	3,3,3,3,3	2,2,2,2,2	4,4,4,4,4	0,0,0,0,0	3,3,3,3,3
ENSMUSG00000000983	Wfdc18	2,2,2,2,2	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	2,2,2,2,2	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	128,128,128,128,128
ENSMUSG00000001014	Icam4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000001016	Ilf2	39,39,39,39,39	8,8,8,8,8	17,17,17,17,17	5,5,5,5,5	17,17,17,17,17	19,19,19,19,19	31,31,31,31,31	25,25,25,25,25	69,69,69,69,69
ENSMUSG00000001017	Chtop	160,160,160,160,160	55,55,55,55,55	56,56,56,56,56	37,37,37,37,37	107,107,107,107,107	110,110,110,110,110	170,170,170,170,170	74,74,74,74,74	270,270,270,270,270
ENSMUSG00000001018	Snapin	68,68,68,68,68	57,57,57,57,57	30,30,30,30,30	14,14,14,14,14	68,68,68,68,68	77,77,77,77,77	52,52,52,52,52	56,56,56,56,56	54,54,54,54,54
ENSMUSG00000001020	S100a4	0.5,0.5,0.5,0.5,0.5	4,4,4,4,4	4,4,4,4,4	0,0,0,0,0	20,20,20,20,20	135,135,135,135,135	86,86,86,86,86	0.2,0.2,0.2,0.2,0.2	40,40,40,40,40
ENSMUSG00000001021	S100a3	0.4,0.4,0.4,0.4,0.4	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	18,18,18,18,18	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	3,3,3,3,3
ENSMUSG00000001023	S100a5	9,9,9,9,9	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0.6,0.6,0.6,0.6,0.6	0,0,0,0,0	2,2,2,2,2
ENSMUSG00000001025	S100a6	16,16,16,16,16	51,51,51,51,51	90,90,90,90,90	2,2,2,2,2	604,604,604,604,604	1033,1033,1033,1033,1033	173,173,173,173,173	9,9,9,9,9	130,130,130,130,130
ENSMUSG00000001027	Scn4a	0.1,0.1,0.1,0.1,0.1	22,22,22,22,22	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.8,0.8,0.8,0.8,0.8	62,62,62,62,62	12,12,12,12,12	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2
ENSMUSG00000001029	Icam2	4,4,4,4,4	27,27,27,27,27	21,21,21,21,21	3,3,3,3,3	273,273,273,273,273	14,14,14,14,14	106,106,106,106,106	0.8,0.8,0.8,0.8,0.8	147,147,147,147,147
ENSMUSG00000001034	Mapk7	21,21,21,21,21	5,5,5,5,5	3,3,3,3,3	1,1,1,1,1	19,19,19,19,19	16,16,16,16,16	25,25,25,25,25	7,7,7,7,7	34,34,34,34,34
ENSMUSG00000001036	Epn2	124,124,124,124,124	20,20,20,20,20	18,18,18,18,18	4,4,4,4,4	98,98,98,98,98	38,38,38,38,38	16,16,16,16,16	30,30,30,30,30	9,9,9,9,9
ENSMUSG00000001039	B9d1	25,25,25,25,25	3,3,3,3,3	26,26,26,26,26	0.2,0.2,0.2,0.2,0.2	16,16,16,16,16	8,8,8,8,8	4,4,4,4,4	146,146,146,146,146	7,7,7,7,7
ENSMUSG00000001052	Sec24b	63,63,63,63,63	18,18,18,18,18	10,10,10,10,10	15,15,15,15,15	52,52,52,52,52	26,26,26,26,26	54,54,54,54,54	92,92,92,92,92	70,70,70,70,70
ENSMUSG00000001053	N4bp3	16,16,16,16,16	9,9,9,9,9	13,13,13,13,13	3,3,3,3,3	53,53,53,53,53	37,37,37,37,37	28,28,28,28,28	22,22,22,22,22	34,34,34,34,34
ENSMUSG00000001054	Rmnd5b	77,77,77,77,77	17,17,17,17,17	40,40,40,40,40	14,14,14,14,14	48,48,48,48,48	47,47,47,47,47	76,76,76,76,76	98,98,98,98,98	89,89,89,89,89
ENSMUSG00000001056	Nhp2	44,44,44,44,44	16,16,16,16,16	212,212,212,212,212	44,44,44,44,44	41,41,41,41,41	153,153,153,153,153	153,153,153,153,153	40,40,40,40,40	257,257,257,257,257
ENSMUSG00000001062	Vps9d1	40,40,40,40,40	14,14,14,14,14	12,12,12,12,12	6,6,6,6,6	13,13,13,13,13	21,21,21,21,21	19,19,19,19,19	16,16,16,16,16	19,19,19,19,19
ENSMUSG00000001065	Zfp276	14,14,14,14,14	5,5,5,5,5	5,5,5,5,5	4,4,4,4,4	8,8,8,8,8	5,5,5,5,5	15,15,15,15,15	3,3,3,3,3	16,16,16,16,16
ENSMUSG00000001076	C1ql4	2,2,2,2,2	0,0,0,0,0	0.9,0.9,0.9,0.9,0.9	0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.6,0.6,0.6,0.6,0.6	0.3,0.3,0.3,0.3,0.3
ENSMUSG00000001082	Mfsd10	23,23,23,23,23	4,4,4,4,4	6,6,6,6,6	2,2,2,2,2	30,30,30,30,30	24,24,24,24,24	44,44,44,44,44	4,4,4,4,4	40,40,40,40,40
ENSMUSG00000001089	Luzp1	103,103,103,103,103	31,31,31,31,31	10,10,10,10,10	8,8,8,8,8	64,64,64,64,64	20,20,20,20,20	11,11,11,11,11	149,149,149,149,149	12,12,12,12,12
ENSMUSG00000001095	Slc13a2	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	26,26,26,26,26	3,3,3,3,3	1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	2,2,2,2,2	2,2,2,2,2
ENSMUSG00000001098	Kctd10	25,25,25,25,25	19,19,19,19,19	15,15,15,15,15	6,6,6,6,6	151,151,151,151,151	26,26,26,26,26	48,48,48,48,48	27,27,27,27,27	40,40,40,40,40
ENSMUSG00000001100	Poldip2	80,80,80,80,80	76,76,76,76,76	120,120,120,120,120	63,63,63,63,63	38,38,38,38,38	59,59,59,59,59	35,35,35,35,35	112,112,112,112,112	58,58,58,58,58
ENSMUSG00000001103	Sebox	7,7,7,7,7	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	5,5,5,5,5	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000001105	Ift20	86,86,86,86,86	32,32,32,32,32	96,96,96,96,96	53,53,53,53,53	80,80,80,80,80	137,137,137,137,137	76,76,76,76,76	74,74,74,74,74	122,122,122,122,122
ENSMUSG00000001119	Col6a1	53,53,53,53,53	81,81,81,81,81	13,13,13,13,13	6,6,6,6,6	313,313,313,313,313	307,307,307,307,307	40,40,40,40,40	17,17,17,17,17	54,54,54,54,54
ENSMUSG00000001120	Pcbp3	82,82,82,82,82	2,2,2,2,2	19,19,19,19,19	0.7,0.7,0.7,0.7,0.7	31,31,31,31,31	9,9,9,9,9	7,7,7,7,7	275,275,275,275,275	17,17,17,17,17
ENSMUSG00000001123	Lgals9	10,10,10,10,10	32,32,32,32,32	24,24,24,24,24	623,623,623,623,623	160,160,160,160,160	60,60,60,60,60	183,183,183,183,183	4,4,4,4,4	537,537,537,537,537
ENSMUSG00000001127	Araf	105,105,105,105,105	27,27,27,27,27	35,35,35,35,35	24,24,24,24,24	32,32,32,32,32	49,49,49,49,49	58,58,58,58,58	7,7,7,7,7	49,49,49,49,49
ENSMUSG00000001128	Cfp	46,46,46,46,46	12,12,12,12,12	5,5,5,5,5	22,22,22,22,22	28,28,28,28,28	129,129,129,129,129	399,399,399,399,399	2,2,2,2,2	175,175,175,175,175
ENSMUSG00000001131	Timp1	5,5,5,5,5	12,12,12,12,12	2,2,2,2,2	0,0,0,0,0	38,38,38,38,38	27,27,27,27,27	15,15,15,15,15	2,2,2,2,2	15,15,15,15,15
ENSMUSG00000001134	Uxt	8,8,8,8,8	12,12,12,12,12	29,29,29,29,29	13,13,13,13,13	8,8,8,8,8	18,18,18,18,18	17,17,17,17,17	3,3,3,3,3	29,29,29,29,29
ENSMUSG00000001138	Cnnm3	26,26,26,26,26	6,6,6,6,6	6,6,6,6,6	8,8,8,8,8	20,20,20,20,20	16,16,16,16,16	18,18,18,18,18	4,4,4,4,4	22,22,22,22,22
ENSMUSG00000001143	Lman2l	31,31,31,31,31	12,12,12,12,12	16,16,16,16,16	9,9,9,9,9	15,15,15,15,15	15,15,15,15,15	17,17,17,17,17	9,9,9,9,9	49,49,49,49,49
ENSMUSG00000001150	Mcm3ap	46,46,46,46,46	13,13,13,13,13	7,7,7,7,7	13,13,13,13,13	25,25,25,25,25	13,13,13,13,13	41,41,41,41,41	15,15,15,15,15	45,45,45,45,45
ENSMUSG00000001151	Pcnt	18,18,18,18,18	24,24,24,24,24	1,1,1,1,1	2,2,2,2,2	32,32,32,32,32	14,14,14,14,14	21,21,21,21,21	25,25,25,25,25	19,19,19,19,19
ENSMUSG00000001155	Ftcd	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	11,11,11,11,11	253,253,253,253,253	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1
ENSMUSG00000001156	Mxd1	20,20,20,20,20	3,3,3,3,3	4,4,4,4,4	3,3,3,3,3	17,17,17,17,17	18,18,18,18,18	25,25,25,25,25	31,31,31,31,31	21,21,21,21,21
ENSMUSG00000001157	Gmcl1	26,26,26,26,26	3,3,3,3,3	13,13,13,13,13	6,6,6,6,6	14,14,14,14,14	10,10,10,10,10	20,20,20,20,20	87,87,87,87,87	42,42,42,42,42
ENSMUSG00000001158	Snrnp27	53,53,53,53,53	31,31,31,31,31	67,67,67,67,67	15,15,15,15,15	45,45,45,45,45	67,67,67,67,67	49,49,49,49,49	42,42,42,42,42	108,108,108,108,108
ENSMUSG00000001166	Oas1c	2,2,2,2,2	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3	0.7,0.7,0.7,0.7,0.7	5,5,5,5,5	7,7,7,7,7	15,15,15,15,15	0.3,0.3,0.3,0.3,0.3	9,9,9,9,9
ENSMUSG00000001168	Oas1h	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	1,1,1,1,1
ENSMUSG00000001173	Ocrl	46,46,46,46,46	7,7,7,7,7	4,4,4,4,4	2,2,2,2,2	12,12,12,12,12	7,7,7,7,7	6,6,6,6,6	3,3,3,3,3	6,6,6,6,6
ENSMUSG00000001175	Calm1	1901,1901,1901,1901,1901	126,126,126,126,126	216,216,216,216,216	115,115,115,115,115	500,500,500,500,500	237,237,237,237,237	453,453,453,453,453	489,489,489,489,489	476,476,476,476,476
ENSMUSG00000001211	Agpat3	169,169,169,169,169	70,70,70,70,70	109,109,109,109,109	97,97,97,97,97	61,61,61,61,61	55,55,55,55,55	50,50,50,50,50	186,186,186,186,186	82,82,82,82,82
ENSMUSG00000001225	Slc26a3	0.2,0.2,0.2,0.2,0.2	0.8,0.8,0.8,0.8,0.8	0,0,0,0,0	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0.5,0.5,0.5,0.5,0.5
ENSMUSG00000001227	Sema6b	103,103,103,103,103	4,4,4,4,4	1,1,1,1,1	1,1,1,1,1	8,8,8,8,8	5,5,5,5,5	7,7,7,7,7	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3
ENSMUSG00000001228	Uhrf1	1,1,1,1,1	2,2,2,2,2	0.7,0.7,0.7,0.7,0.7	0.2,0.2,0.2,0.2,0.2	5,5,5,5,5	8,8,8,8,8	60,60,60,60,60	60,60,60,60,60	272,272,272,272,272
ENSMUSG00000001229	Dpp9	49,49,49,49,49	21,21,21,21,21	8,8,8,8,8	27,27,27,27,27	38,38,38,38,38	18,18,18,18,18	31,31,31,31,31	6,6,6,6,6	36,36,36,36,36
ENSMUSG00000001240	Ramp2	13,13,13,13,13	21,21,21,21,21	9,9,9,9,9	4,4,4,4,4	323,323,323,323,323	44,44,44,44,44	27,27,27,27,27	1,1,1,1,1	8,8,8,8,8
ENSMUSG00000001247	Lsr	7,7,7,7,7	0.9,0.9,0.9,0.9,0.9	22,22,22,22,22	88,88,88,88,88	36,36,36,36,36	64,64,64,64,64	4,4,4,4,4	14,14,14,14,14	8,8,8,8,8
ENSMUSG00000001248	Gramd1a	85,85,85,85,85	13,13,13,13,13	8,8,8,8,8	3,3,3,3,3	23,23,23,23,23	32,32,32,32,32	139,139,139,139,139	13,13,13,13,13	169,169,169,169,169
ENSMUSG00000001249	Hpn	3,3,3,3,3	1,1,1,1,1	267,267,267,267,267	255,255,255,255,255	9,9,9,9,9	5,5,5,5,5	7,7,7,7,7	0.5,0.5,0.5,0.5,0.5	1,1,1,1,1
ENSMUSG00000001260	Gabrg1	19,19,19,19,19	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0
ENSMUSG00000001270	Ckb	1355,1355,1355,1355,1355	36,36,36,36,36	131,131,131,131,131	5,5,5,5,5	75,75,75,75,75	77,77,77,77,77	72,72,72,72,72	5,5,5,5,5	59,59,59,59,59
ENSMUSG00000001280	Sp1	25,25,25,25,25	19,19,19,19,19	12,12,12,12,12	17,17,17,17,17	65,65,65,65,65	32,32,32,32,32	86,86,86,86,86	23,23,23,23,23	94,94,94,94,94
ENSMUSG00000001281	Itgb7	2,2,2,2,2	0.8,0.8,0.8,0.8,0.8	2,2,2,2,2	1,1,1,1,1	44,44,44,44,44	16,16,16,16,16	345,345,345,345,345	0.2,0.2,0.2,0.2,0.2	106,106,106,106,106
ENSMUSG00000001285	Myg1	34,34,34,34,34	8,8,8,8,8	33,33,33,33,33	14,14,14,14,14	21,21,21,21,21	25,25,25,25,25	39,39,39,39,39	16,16,16,16,16	64,64,64,64,64
ENSMUSG00000001288	Rarg	11,11,11,11,11	14,14,14,14,14	8,8,8,8,8	3,3,3,3,3	73,73,73,73,73	194,194,194,194,194	26,26,26,26,26	3,3,3,3,3	18,18,18,18,18
ENSMUSG00000001289	Pfdn5	183,183,183,183,183	96,96,96,96,96	406,406,406,406,406	82,82,82,82,82	209,209,209,209,209	341,341,341,341,341	415,415,415,415,415	413,413,413,413,413	454,454,454,454,454
ENSMUSG00000001300	Efnb2	36,36,36,36,36	12,12,12,12,12	6,6,6,6,6	1,1,1,1,1	133,133,133,133,133	43,43,43,43,43	16,16,16,16,16	5,5,5,5,5	9,9,9,9,9
